type,organization,comment,coords,photo,address,district,subdistrict,province,timestamp
อื่นๆ,เพื่อนชัชชาติ,"เหตุเกิดบนนถนนกำแพงเพชร บริเวณหน้าตลาด อ.ต.ก. พบการรุกล้ำขายของบนทางเท้าจนแทบไม่เหลือทางให้คนเดินมาเป็นเวลาหลายปีแล้ว แต่ไม่เคยมีการดำเนินการแก้ไขจากเขตแต่อย่างใด","[100.546206,13.797496]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-03/e3c500a3cd533cb388fa76b6e14e9c25ae5f9515.jpg,"101 ถนน กำแพงเพชร แขวง จตุจักร เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย",จตุจักร,จตุจักร,กรุงเทพมหานคร,"2022-03-06 11:35:43.30612+00"
อื่นๆ,เพื่อนชัชชาติ,"เหตุเกิดบริเวณห้าแยกลาดพร้าว บริเวณทางแยกจากถนนพหลโยธินเลี้ยวเข้าถนนลาดพร้าว พบทางม้าลายชำรุด แทบมองไม่เห็น เป็นอันตรายต่อการข้ามถนน","[100.560467,13.813604]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-03/6ff8ff189b8fd1d0ce05bed7fa9eefb11aba75be.jpg,"27 ถนนลาดพรัาว แขวง จอมพล เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย",จตุจักร,จตุจักร,กรุงเทพมหานคร,"2022-03-06 11:27:52.236199+00"
อื่นๆ,เพื่อนชัชชาติ,"เหตุเกิดบริเวณห้าแยกลาดพร้าว บนถนนลาดพร้าวมุ่งหน้าตัดกับถนนพหลโยธิน พบทางม้าลายใช้การไม่ได้ เนื่องจากปลายทางของทางม้าลายมีการกั้นไม่ให้เดินขึ้นบนทางเท้า","[100.560334,13.813385]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-03/b49ef6dc645ac690c17513a71e33d9ea490aaf67.jpg,"27 ถนนลาดพรัาว แขวง จอมพล เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย",จตุจักร,จตุจักร,กรุงเทพมหานคร,"2022-03-06 11:23:52.395642+00"
ทางเท้า,เพื่อนชัชชาติ,"ต้นไม้ในที่เอกชนยื่น มาระสายไฟ ใบไม้ร่วงหล่นทับถม. คนบ้านใกล้สถานที่ต้องมาคอยกวาดเข้าเย็น ซ. สุขสวัสดิ์ 35/1. บางวันมีพวกคิดยาเข้ามาในพื้นที่ว่างนี้. ปาขวดแก้วเจ้ามาในบ้านประชาชน. สาเหตุเจ้าของที่ไม่ปิดประตูรั้วด้านหน้าคะ","[100.515911579132,13.6684925040089]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-03/aa69c923713208faf97bb3f1271620f47ec59644.jpg,"426/1 ถ. สุขสวัสดิ์ แขวง ราษฎร์บูรณะ เขตราษฎร์บูรณะ กรุงเทพมหานคร 10140 ประเทศไทย",ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพมหานคร,"2022-03-06 00:52:55.257794+00"
อื่นๆ,เพื่อนชัชชาติ,"นำดินมาถมที่เพื่อก่อสร้างหมู่บ้าน ในเวลา ตี 2 ตี 3 คนในชช. บูรณะสุดเขต คนป่วย คนแก่ เด็กไม่ได้นอน. แจ้ง. สนง. เขตราษฏร์บูรณะ 4 วันแล้วเรื่องเงียบคะ. และยังมาทำตอนดึกทุกคืน","[100.54349809885,13.6719343534718]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-03/1f4b0a566978fa6c053d3662646b4a908c021eb3.jpg,"900/1-36 ถ. พระรามที่ 3 แขวง บางโพงพาง เขต ยานนาวา กรุงเทพมหานคร 10120 ประเทศไทย",ยานนาวา,บางโพงพาง,กรุงเทพมหานคร,"2022-03-06 00:36:55.015356+00"
อื่นๆ,เพื่อนชัชชาติ,ท่อตรงถนนพังค่ะ,"[100.578393302858,13.8639023524952]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-03/0d61969787b9c08765c743677045295039b51394.jpg,"34/71 หมู่บ้านราชาวิลล่า 3 แขวง ตลาดบางเขน เขต หลักสี่ กรุงเทพมหานคร 10210 ประเทศไทย",หลักสี่,ตลาดบางเขน,กรุงเทพมหานคร,"2022-03-05 11:27:51.591554+00"
ขยะ,เพื่อนชัชชาติ,ขยะ,"[100.548365164561,13.7164836541604]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-03/07395717a68bf2b387eb0d1aa2ebb332dce8d965.jpg,"69 ซอย ประสาทสุข แขวง ช่องนนทรี เขต ยานนาวา กรุงเทพมหานคร 10120 ประเทศไทย",สาทร,ทุ่งมหาเมฆ,กรุงเทพมหานคร,"2022-03-04 14:11:08.363043+00"
อื่นๆ,เพื่อนชัชชาติ,"ซอยพระราม2 ซ.62","[100.418912,13.649604]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-03/a2f5bacec83046162fd9190049b745690f750ee9.jpg,"110/992 ถ. พระราม 2 แขวง แสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย",บางขุนเทียน,แสมดำ,กรุงเทพมหานคร,"2022-03-04 13:42:25.422281+00"
อื่นๆ,เพื่อนชัชชาติ,"ซอยเทียนทะเล23 น้ำขึ้นที แทบจะไม่เห็นถนนครับท่าน","[100.434440486133,13.5792139582043]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-03/4677fa6ccfb1bda48dcff08244023183f9d71d96.jpg,"เทียนทะเล 23 แขวง ท่าข้าม เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย",บางขุนเทียน,ท่าข้าม,กรุงเทพมหานคร,"2022-03-04 10:07:57.412079+00"
ขยะ,เพื่อนชัชชาติ,การทิ้งขยะลงในลำคลอง,"[100.43339,13.774926]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-03/8d047e1458526849116b271035b5c2d18304ca61.jpg,"11/12 ซอย โชคสมบัติ แขวง บางระมาด เขตตลิ่งชัน กรุงเทพมหานคร 10170 ประเทศไทย",ตลิ่งชัน,บางระมาด,กรุงเทพมหานคร,"2022-03-04 09:30:15.280997+00"
อื่นๆ,เพื่อนชัชชาติ,น้ำคลองเน่า,"[100.520229,13.671333]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-03/e5fde6fc1a67d1ac6f5cf742441bc994a5b27fe6.jpg,"11 ซอย ราษฎร์บูรณะ 39 แขวงบางปะกอก เขตราษฎร์บูรณะ กรุงเทพมหานคร 10140 ประเทศไทย",ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพมหานคร,"2022-03-04 07:53:08.206546+00"
น้ำท่วม,เพื่อนชัชชาติ,คูคลองตื่นเขิน,"[100.491292,13.750072]",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-03/4fb60bcfadeab758451ebd4bccac9f79f77cc825.jpg,"200 ถ. มหาราช แขวงพระบรมมหาราชวัง เขตพระนคร กรุงเทพมหานคร 10200 ประเทศไทย",พระนคร,พระบรมมหาราชวัง,กรุงเทพมหานคร,"2022-03-04 07:14:43.121366+00"
